Chr	Start	End	Count	Distance	Surf_1mb
2	107900000	108000000	25	0	0.04
2	108000000	108100000	19	0	0.157894736842105
2	108100000	108200000	22	0	0
2	108200000	108300000	27	0	0
2	108300000	108400000	13	0	0
2	108400000	108500000	17	0	0
2	108500000	108600000	15	0	0
2	108600000	108700000	35	0	0
2	108700000	108800000	26	0	0
2	108800000	108900000	32	0	0
2	108900000	109000000	34	0	0.0294117647058824
2	109000000	109100000	19	0	0
2	109100000	109200000	17	0	0
2	109200000	109300000	26	0	0
2	109300000	109400000	15	0	0
2	109400000	109500000	19	0	0
2	109500000	109600000	35	0	0.0285714285714286
2	109600000	109700000	29	0	0.0344827586206897
2	109700000	109800000	41	0	0
2	109800000	109900000	50	0	0
2	109900000	110000000	40	0	0
2	110000000	110100000	51	0	0
2	110100000	110200000	7	0	0
2	110200000	110300000	25	0	0
2	110300000	110400000	22	0	0.0454545454545455
2	110400000	110500000	29	0	0
2	110500000	110600000	21	0	0
2	110600000	110700000	14	0	0
2	110700000	110800000	43	0	0
2	110800000	110900000	38	0	0.0263157894736842
2	110900000	111000000	17	0	0
2	111000000	111100000	48	0	0
2	111100000	111200000	33	0	0
2	111200000	111300000	16	0	0
2	111300000	111400000	26	0	0
2	111400000	111500000	28	0	0.0357142857142857
2	111500000	111600000	38	0	0.0526315789473684
2	111600000	111700000	31	0	0
2	111700000	111800000	38	0	0.0263157894736842
2	111800000	111900000	32	0	0
2	111900000	112000000	30	0	0.0666666666666667
2	112000000	112100000	28	0	0
2	112100000	112200000	45	0	0
2	112200000	112300000	35	0	0
2	112300000	112400000	43	0	0
2	112400000	112500000	45	0	0
2	112500000	112600000	17	0	0
2	112600000	112700000	23	0	0
2	112700000	112800000	37	0	0.027027027027027
2	112800000	112900000	14	0	0
2	112900000	113000000	32	0	0.03125
2	113000000	113100000	13	0	0
2	113100000	113200000	12	0	0
2	113200000	113300000	18	0	0.0555555555555556
2	113300000	113400000	28	0	0
2	113400000	113500000	38	0	0.0263157894736842
2	113500000	113600000	22	0	0
2	113600000	113700000	35	0	0.0571428571428571
2	113700000	113800000	38	0	0.0526315789473684
2	113800000	113900000	34	0	0.0588235294117647
2	113900000	114000000	35	0	0.0285714285714286
2	114000000	114100000	40	0	0.025
2	114100000	114200000	27	0	0
2	114200000	114300000	14	0	0
2	114300000	114400000	29	0	0
2	114400000	114500000	15	0	0
2	114500000	114600000	18	0	0
2	114600000	114700000	13	0	0
2	114700000	114800000	21	0	0
2	114800000	114900000	30	0	0.0333333333333333
2	114900000	115000000	22	0	0
2	115000000	115100000	16	0	0
2	115100000	115200000	23	0	0
2	115200000	115300000	20	0	0
2	115300000	115400000	19	0	0
2	115400000	115500000	18	0	0.0555555555555556
2	115500000	115600000	24	0	0.0416666666666667
2	115600000	115700000	24	0	0
2	115700000	115800000	18	0	0
2	115800000	115900000	16	0	0
2	115900000	116000000	24	0	0.0833333333333333
2	116000000	116100000	18	0	0
2	116100000	116200000	20	0	0
2	116200000	116300000	26	0	0
2	116300000	116400000	24	0	0
2	116400000	116500000	29	0	0.103448275862069
2	116500000	116600000	19	0	0
2	116600000	116700000	20	0	0
2	116700000	116800000	22	0	0.0454545454545455
2	116800000	116900000	22	0	0
2	116900000	117000000	21	0	0
2	117000000	117100000	25	0	0
2	117100000	117200000	21	0	0
2	117200000	117300000	17	0	0.0588235294117647
2	117300000	117400000	22	0	0
2	117400000	117500000	17	0	0
2	117500000	117600000	20	0	0
2	117600000	117700000	26	0	0
2	117700000	117800000	24	0	0.0416666666666667
2	117800000	117900000	18	0	0.0555555555555556
2	117900000	118000000	16	0	0
2	118000000	118100000	22	0	0
2	118100000	118200000	19	0	0
2	118200000	118300000	25	0	0
2	118300000	118400000	23	0	0
2	118400000	118500000	25	0	0
2	118500000	118600000	28	0	0
2	118600000	118700000	35	0	0.0285714285714286
2	118700000	118800000	25	0	0
2	118800000	118900000	25	0	0.04
2	118900000	119000000	41	0	0.0731707317073171
2	119000000	119100000	34	0	0.0294117647058824
2	119100000	119200000	13	0	0.0769230769230769
2	119200000	119300000	31	0	0
2	119300000	119400000	35	0	0.0857142857142857
2	119400000	119500000	35	0	0.0285714285714286
2	119500000	119600000	31	0	0.0645161290322581
2	119600000	119700000	23	0	0
2	119700000	119800000	32	0	0.09375
2	119800000	119900000	38	0	0.0526315789473684
2	119900000	120000000	37	0	0
2	120000000	120100000	26	0	0
2	120100000	120200000	32	0	0.0625
2	120200000	120300000	24	0	0
2	120300000	120400000	34	0	0
2	120400000	120500000	33	0	0
2	120500000	120600000	18	0	0
2	120600000	120700000	11	0	0
2	120700000	120800000	15	0	0.0666666666666667
2	120800000	120900000	24	0	0
2	120900000	121000000	30	0	0.0333333333333333
2	121000000	121100000	28	0	0
2	121100000	121200000	42	0	0.0476190476190476
2	121200000	121300000	59	0	0.0508474576271186
2	121300000	121400000	35	0	0
2	121400000	121500000	37	0	0.0540540540540541
2	121500000	121600000	41	0	0.024390243902439
2	121600000	121700000	48	0	0
2	121700000	121800000	48	0	0.0416666666666667
2	121800000	121900000	38	0	0.0263157894736842
2	121900000	122000000	33	0	0
2	122000000	122100000	22	0	0.0454545454545455
2	122100000	122200000	22	0	0
2	122200000	122300000	19	0	0
2	122300000	122400000	23	0	0
2	122400000	122500000	19	0	0.210526315789474
2	122500000	122600000	31	0	0.0645161290322581
2	122600000	122700000	40	0	0.025
2	122700000	122800000	37	0	0
2	122800000	122900000	20	0	0
2	122900000	123000000	37	0	0
2	123000000	123100000	38	0	0.0263157894736842
2	123100000	123200000	29	0	0
2	123200000	123300000	18	0	0
2	123300000	123400000	16	0	0
2	123400000	123500000	22	0	0.0454545454545455
2	123500000	123600000	26	0	0.0384615384615385
2	123600000	123700000	20	0	0
2	123700000	123800000	15	0	0
2	123800000	123900000	14	0	0.142857142857143
2	123900000	124000000	24	0	0
2	124000000	124100000	20	0	0.05
2	124100000	124200000	21	0	0
2	124200000	124300000	20	0	0
2	124300000	124400000	20	0	0.05
2	124400000	124500000	20	0	0
2	124500000	124600000	25	0	0
2	124600000	124700000	16	0	0.0625
2	124700000	124800000	14	0	0
2	124800000	124900000	29	0	0
2	124900000	125000000	21	0	0.0476190476190476
2	125000000	125100000	26	0	0
2	125100000	125200000	18	0	0
2	125200000	125300000	33	0	0.0303030303030303
2	125300000	125400000	20	0	0.05
2	125400000	125500000	35	0	0.0571428571428571
2	125500000	125600000	26	0	0.0769230769230769
2	125600000	125700000	27	0	0
2	125700000	125800000	17	0	0
2	125800000	125900000	23	0	0
2	125900000	126000000	24	0	0
2	126000000	126100000	22	0	0.0454545454545455
2	126100000	126200000	30	0	0.0333333333333333
2	126200000	126300000	16	0	0
2	126300000	126400000	24	0	0.0833333333333333
2	126400000	126500000	17	0	0.0588235294117647
2	126500000	126600000	19	0	0.0526315789473684
2	126600000	126700000	22	0	0
2	126700000	126800000	26	0	0
2	126800000	126900000	26	0	0
2	126900000	127000000	38	0	0
2	127000000	127100000	23	0	0.0434782608695652
2	127100000	127200000	34	0	0.0294117647058824
2	127200000	127300000	33	0	0
2	127300000	127400000	18	0	0
2	127400000	127500000	34	0	0.0294117647058824
2	127500000	127600000	42	0	0
2	127600000	127700000	31	0	0
2	127700000	127800000	38	0	0
2	127800000	127900000	42	0	0
2	127900000	128000000	47	0	0.0638297872340425
2	128000000	128100000	25	0	0
2	128100000	128200000	25	0	0
2	128200000	128300000	26	0	0.0384615384615385
2	128300000	128400000	52	0	0.0192307692307692
2	128400000	128500000	36	0	0.0277777777777778
2	128500000	128600000	18	0	0
2	128600000	128700000	25	0	0
2	128700000	128800000	23	0	0.0434782608695652
2	128800000	128900000	13	0	0.0769230769230769
2	128900000	129000000	19	0	0
2	129000000	129100000	65	0	0.0307692307692308
2	129100000	129200000	46	0	0.0434782608695652
2	129200000	129300000	39	0	0.0512820512820513
2	129300000	129400000	48	0	0.0208333333333333
2	129400000	129500000	29	0	0.0344827586206897
2	129500000	129600000	44	0	0.0454545454545455
2	129600000	129700000	20	0	0
2	129700000	129800000	32	0	0.0625
2	129800000	129900000	24	0	0
2	129900000	130000000	37	0	0.027027027027027
2	130000000	130100000	33	0	0
2	130100000	130200000	40	0	0
2	130200000	130300000	40	0	0.025
2	130300000	130400000	24	0	0
2	130400000	130500000	40	0	0
2	130500000	130600000	34	0	0.0294117647058824
2	130600000	130700000	43	0	0
2	130700000	130800000	33	0	0
2	130800000	130900000	33	0	0
2	130900000	131000000	39	0	0
2	131000000	131100000	28	0	0.0357142857142857
2	131100000	131200000	43	0	0.0232558139534884
2	131200000	131300000	31	0	0
2	131300000	131400000	28	0	0
2	131400000	131500000	42	0	0
2	131500000	131600000	34	0	0.0588235294117647
2	131600000	131700000	24	0	0
2	131700000	131800000	23	0	0.0434782608695652
2	131800000	131900000	24	0	0.0416666666666667
2	131900000	132000000	22	0	0
2	132000000	132100000	42	0	0.0238095238095238
2	132100000	132200000	25	0	0.08
2	132200000	132300000	44	0	0.0227272727272727
2	132300000	132400000	28	0	0
2	132400000	132500000	24	0	0.0416666666666667
2	132500000	132600000	39	0	0
2	132600000	132700000	19	0	0
2	132700000	132800000	13	0	0
2	132800000	132900000	15	0	0
2	132900000	133000000	14	0	0
2	133000000	133100000	15	0	0.0666666666666667
2	133100000	133200000	40	0	0.05
2	133200000	133300000	21	0	0.0952380952380952
2	133300000	133400000	36	0	0.0277777777777778
2	133400000	133500000	33	0	0
2	133500000	133600000	24	0	0
2	133600000	133700000	31	0	0.0645161290322581
2	133700000	133800000	19	0	0
2	133800000	133900000	18	0	0
2	133900000	134000000	29	0	0
2	134000000	134100000	22	0	0.0454545454545455
2	134100000	134200000	29	0	0.0344827586206897
2	134200000	134300000	33	0	0
2	134300000	134400000	25	0	0.04
2	134400000	134500000	21	0	0.0476190476190476
2	134500000	134600000	31	0	0
2	134600000	134700000	34	0	0.0588235294117647
2	134700000	134800000	31	0	0.032258064516129
2	134800000	134900000	34	0	0
2	134900000	135000000	61	0	0.0163934426229508
2	135000000	135100000	27	0	0.037037037037037
2	135100000	135200000	37	0	0.027027027027027
2	135200000	135300000	35	0	0
2	135300000	135400000	34	0	0.0294117647058824
2	135400000	135500000	31	0	0
2	135500000	135600000	30	0	0.0666666666666667
2	135600000	135700000	29	0	0
2	135700000	135800000	16	0	0
2	135800000	135900000	16	0	0.0625
2	135900000	136000000	23	0	0
2	136000000	136100000	20	0	0
2	136100000	136200000	16	0	0
2	136200000	136300000	26	0	0
2	136300000	136400000	7	0	0
2	136400000	136500000	12	0	0.0833333333333333
2	136500000	136600000	23	0	0.0434782608695652
2	136600000	136700000	14	0	0
2	136700000	136800000	18	0	0.0555555555555556
2	136800000	136900000	37	0	0
2	136900000	137000000	27	0	0
2	137000000	137100000	31	0	0.0967741935483871
2	137100000	137200000	26	0	0.0384615384615385
2	137200000	137300000	18	0	0.0555555555555556
2	137300000	137400000	25	0	0.04
2	137400000	137500000	24	0	0.0416666666666667
2	137500000	137600000	21	0	0
2	137600000	137700000	38	0	0
2	137700000	137800000	26	0	0
2	137800000	137900000	25	0	0
2	137900000	138000000	32	0	0.03125
2	138000000	138100000	26	0	0
2	138100000	138200000	24	0	0
2	138200000	138300000	21	0	0.0476190476190476
2	138300000	138400000	31	0	0.0645161290322581
2	138400000	138500000	23	0	0
2	138500000	138600000	24	0	0.0416666666666667
2	138600000	138700000	31	0	0
2	138700000	138800000	15	0	0.0666666666666667
2	138800000	138900000	23	0	0
2	138900000	139000000	29	0	0.0344827586206897
2	139000000	139100000	16	0	0
2	139100000	139200000	21	0	0.0476190476190476
2	139200000	139300000	27	0	0.111111111111111
2	139300000	139400000	20	0	0
2	139400000	139500000	14	0	0.0714285714285714
2	139500000	139600000	24	0	0
2	139600000	139700000	29	0	0.0344827586206897
2	139700000	139800000	26	0	0
2	139800000	139900000	22	0	0
2	139900000	140000000	20	0	0
2	140000000	140100000	23	0	0
2	140100000	140200000	21	0	0.0476190476190476
2	140200000	140300000	14	0	0
2	140300000	140400000	29	0	0
2	140400000	140500000	18	0	0.0555555555555556
2	140500000	140600000	15	0	0
2	140600000	140700000	25	0	0.04
2	140700000	140800000	19	0	0
2	140800000	140900000	19	0	0
2	140900000	141000000	22	0	0.0909090909090909
2	141000000	141100000	15	0	0.133333333333333
2	141100000	141200000	21	0	0
2	141200000	141300000	14	0	0.0714285714285714
2	141300000	141400000	19	0	0
2	141400000	141500000	18	0	0
2	141500000	141600000	11	0	0
2	141600000	141700000	15	0	0
2	141700000	141800000	27	0	0
2	141800000	141900000	14	0	0
2	141900000	142000000	12	0	0
2	142000000	142100000	16	0	0
2	142100000	142200000	14	0	0
2	142200000	142300000	17	0	0
2	142300000	142400000	19	0	0
2	142400000	142500000	14	0	0
2	142500000	142600000	18	0	0.111111111111111
2	142600000	142700000	17	0	0
2	142700000	142800000	19	0	0
2	142800000	142900000	8	0	0.125
2	142900000	143000000	15	0	0
2	143000000	143100000	19	0	0.0526315789473684
2	143100000	143200000	7	0	0
2	143200000	143300000	25	0	0
2	143300000	143400000	27	0	0
2	143400000	143500000	20	0	0
2	143500000	143600000	14	0	0
2	143600000	143700000	21	0	0
2	143700000	143800000	21	0	0.0476190476190476
2	143800000	143900000	24	0	0
2	143900000	144000000	21	0	0
2	144000000	144100000	25	0	0
2	144100000	144200000	15	0	0
2	144200000	144300000	22	0	0
2	144300000	144400000	24	0	0
2	144400000	144500000	25	0	0
2	144500000	144600000	25	0	0
2	144600000	144700000	17	0	0.0588235294117647
2	144700000	144800000	23	0	0
2	144800000	144900000	23	0	0.0434782608695652
2	144900000	145000000	15	0	0
2	145000000	145100000	24	0	0
2	145100000	145200000	12	0	0
2	145200000	145300000	25	0	0.04
2	145300000	145400000	26	0	0
2	145400000	145500000	27	0	0
2	145500000	145600000	17	0	0
2	145600000	145700000	19	0	0
2	145700000	145800000	19	0	0
2	145800000	145900000	17	0	0
2	145900000	146000000	21	0	0
2	146000000	146100000	15	0	0.0666666666666667
2	146100000	146200000	22	0	0
2	146200000	146300000	30	0	0
2	146300000	146400000	15	0	0
2	146400000	146500000	24	0	0
2	146500000	146600000	18	0	0.0555555555555556
2	146600000	146700000	23	0	0
2	146700000	146800000	15	0	0
2	146800000	146900000	20	0	0
2	146900000	147000000	15	0	0
2	147000000	147100000	19	0	0
2	147100000	147200000	18	0	0
2	147200000	147300000	12	0	0
2	147300000	147400000	16	0	0
2	147400000	147500000	21	0	0
2	147500000	147600000	20	0	0
2	147600000	147700000	17	0	0.0588235294117647
2	147700000	147800000	22	0	0
2	147800000	147900000	23	0	0.0434782608695652
2	147900000	148000000	24	0	0
2	148000000	148100000	23	0	0
2	148100000	148200000	31	0	0
2	148200000	148300000	31	0	0.032258064516129
2	148300000	148400000	29	0	0.0344827586206897
2	148400000	148500000	24	0	0
2	148500000	148600000	16	0	0
2	148600000	148700000	23	0	0
2	148700000	148800000	16	0	0
2	148800000	148900000	18	0	0
2	148900000	149000000	25	0	0
2	149000000	149100000	19	0	0
2	149100000	149200000	28	0	0
2	149200000	149300000	27	0	0.037037037037037
2	149300000	149400000	33	0	0.0303030303030303
2	149400000	149500000	23	0	0
2	149500000	149600000	15	0	0
2	149600000	149700000	20	0	0
2	149800000	149900000	30	0	0.0333333333333333
2	149900000	150000000	25	0	0.08
2	150000000	150100000	27	0	0
2	150100000	150200000	28	0	0
2	150200000	150300000	27	0	0.037037037037037
2	150300000	150400000	27	0	0
2	150400000	150500000	23	0	0
2	150500000	150600000	27	0	0.037037037037037
2	150600000	150700000	22	0	0
2	150700000	150800000	20	0	0
2	150800000	150900000	20	0	0
2	150900000	151000000	23	0	0.0434782608695652
2	151000000	151100000	20	0	0
2	151100000	151200000	20	0	0.1
2	151200000	151300000	32	0	0.0625
2	151300000	151400000	24	0	0.0416666666666667
2	151400000	151500000	21	0	0
2	151500000	151600000	13	0	0
2	151600000	151700000	26	0	0.0384615384615385
2	151700000	151800000	23	0	0
2	151800000	151900000	23	0	0.0434782608695652
2	151900000	152000000	25	0	0
2	152000000	152100000	18	0	0
2	152100000	152200000	22	0	0
2	152200000	152300000	12	0	0
2	152300000	152400000	26	0	0.0384615384615385
2	152400000	152500000	25	0	0
2	152500000	152600000	37	0	0.027027027027027
2	152600000	152700000	18	0	0.0555555555555556
2	152700000	152800000	22	0	0.0909090909090909
2	152800000	152900000	28	0	0.0357142857142857
2	152900000	153000000	20	0	0
2	153000000	153100000	14	0	0
2	153100000	153200000	17	0	0
2	153200000	153300000	20	0	0
2	153300000	153400000	30	0	0
2	153400000	153500000	27	0	0
2	153500000	153600000	9	0	0
2	153600000	153700000	16	0	0
2	153700000	153800000	20	0	0
2	153800000	153900000	21	0	0
2	153900000	154000000	18	0	0
2	154000000	154100000	25	0	0
2	154100000	154200000	20	0	0
2	154200000	154300000	24	0	0
2	154300000	154400000	28	0	0
2	154400000	154500000	18	0	0
2	154500000	154600000	27	0	0
2	154600000	154700000	21	0	0
2	154700000	154800000	25	0	0.04
2	154800000	154900000	15	0	0
2	154900000	155000000	19	0	0.0526315789473684
2	155000000	155100000	8	0	0
2	155100000	155200000	23	0	0.0434782608695652
2	155200000	155300000	22	0	0
2	155300000	155400000	22	0	0
2	155400000	155500000	20	0	0.05
2	155500000	155600000	22	0	0.0454545454545455
2	155600000	155700000	18	0	0.0555555555555556
2	155700000	155800000	23	0	0
2	155800000	155900000	22	0	0
2	155900000	156000000	19	0	0
2	156000000	156100000	13	0	0
2	156100000	156200000	25	0	0
2	156200000	156300000	18	0	0
2	156300000	156400000	17	0	0.0588235294117647
2	156400000	156500000	13	0	0
2	156500000	156600000	14	0	0
2	156600000	156700000	24	0	0
2	156700000	156800000	25	0	0
2	156800000	156900000	28	0	0
2	156900000	157000000	26	0	0
2	157000000	157100000	24	0	0
2	157100000	157200000	11	0	0
2	157200000	157300000	11	0	0
2	157300000	157400000	22	0	0
2	157400000	157500000	21	0	0.0476190476190476
2	157500000	157600000	25	0	0.04
2	157600000	157700000	21	0	0.0476190476190476
2	157700000	157800000	21	0	0
2	157800000	157900000	19	0	0.0526315789473684
2	157900000	158000000	17	0	0
2	158000000	158100000	28	0	0
2	158100000	158200000	23	0	0.0869565217391304
2	158200000	158300000	22	0	0
2	158300000	158400000	14	0	0
2	158400000	158500000	13	0	0
2	158500000	158600000	30	0	0.0666666666666667
2	158600000	158700000	24	0	0
2	158700000	158800000	15	0	0.0666666666666667
2	158800000	158900000	30	0	0
2	158900000	159000000	23	0	0.0434782608695652
2	159000000	159100000	29	0	0
2	159100000	159200000	20	0	0
2	159200000	159300000	24	0	0.0416666666666667
2	159300000	159400000	14	0	0
2	159400000	159500000	24	0	0
2	159500000	159600000	38	0	0.0263157894736842
2	159600000	159700000	42	0	0
2	159700000	159800000	25	0	0
2	159800000	159900000	24	0	0.0416666666666667
2	159900000	160000000	19	0	0
2	160000000	160100000	31	0	0.0967741935483871
2	160100000	160200000	16	0	0
2	160200000	160300000	19	0	0
2	160300000	160400000	15	0	0
2	160400000	160500000	12	0	0
2	160500000	160600000	17	0	0
2	160600000	160700000	13	0	0
2	160700000	160800000	37	0	0
2	160800000	160900000	24	0	0.0416666666666667
2	160900000	161000000	28	0	0
2	161000000	161100000	28	0	0
2	161100000	161200000	25	0	0.04
2	161200000	161300000	18	0	0.111111111111111
2	161300000	161400000	21	0	0
2	161400000	161500000	23	0	0
2	161500000	161600000	23	0	0.0434782608695652
2	161600000	161700000	24	0	0
2	161700000	161800000	20	0	0
2	161800000	161900000	26	0	0
2	161900000	162000000	26	0	0.0384615384615385
2	162000000	162100000	14	0	0
2	162100000	162200000	14	0	0.0714285714285714
2	162200000	162300000	19	0	0
2	162300000	162400000	18	0	0.0555555555555556
2	162400000	162500000	18	0	0.0555555555555556
2	162500000	162600000	23	0	0
2	162600000	162700000	19	0	0
2	162700000	162800000	20	0	0
2	162800000	162900000	20	0	0
2	162900000	163000000	32	0	0.0625
2	163000000	163100000	24	0	0
2	163100000	163200000	25	0	0
2	163200000	163300000	9	0	0
2	163300000	163400000	24	0	0
2	163400000	163500000	20	0	0
2	163500000	163600000	28	0	0
2	163600000	163700000	10	0	0.1
2	163700000	163800000	19	0	0.0526315789473684
2	163800000	163900000	14	0	0
2	163900000	164000000	28	0	0
2	164000000	164100000	26	0	0.0384615384615385
2	164100000	164200000	23	0	0
2	164200000	164300000	12	0	0.0833333333333333
2	164300000	164400000	16	0	0.0625
2	164400000	164500000	22	0	0
2	164500000	164600000	12	0	0
2	164600000	164700000	22	0	0.0454545454545455
2	164700000	164800000	21	0	0
2	164800000	164900000	28	0	0.0357142857142857
2	164900000	165000000	20	0	0.1
2	165000000	165100000	17	0	0
2	165100000	165200000	12	0	0
2	165200000	165300000	26	0	0
2	165300000	165400000	25	0	0
2	165400000	165500000	9	0	0.111111111111111
2	165500000	165600000	19	0	0
2	165600000	165700000	19	0	0
2	165700000	165800000	15	0	0
2	165800000	165900000	18	0	0
2	165900000	166000000	29	0	0
2	166000000	166100000	21	0	0.0476190476190476
2	166100000	166200000	27	0	0
2	166200000	166300000	26	0	0
2	166300000	166400000	16	0	0
2	166400000	166500000	20	0	0
2	166500000	166600000	21	0	0.0476190476190476
2	166600000	166700000	14	0	0
2	166700000	166800000	26	0	0.0384615384615385
2	166800000	166900000	18	0	0.0555555555555556
2	166900000	167000000	19	0	0
2	167000000	167100000	27	0	0
2	167100000	167200000	16	0	0
2	167200000	167300000	18	0	0.0555555555555556
2	167300000	167400000	18	0	0
2	167400000	167500000	21	0	0
2	167500000	167600000	28	0	0.0357142857142857
2	167600000	167700000	18	0	0
2	167700000	167800000	25	0	0
2	167800000	167900000	21	0	0
2	167900000	168000000	21	0	0
2	168000000	168100000	15	0	0
2	168100000	168200000	15	0	0
2	168200000	168300000	22	0	0
2	168300000	168400000	16	0	0
2	168400000	168500000	21	0	0
2	168500000	168600000	17	0	0
2	168600000	168700000	23	0	0.0434782608695652
2	168700000	168800000	16	0	0.0625
2	168800000	168900000	18	0	0
2	168900000	169000000	23	0	0.0869565217391304
2	169000000	169100000	25	0	0
2	169100000	169200000	26	0	0
2	169200000	169300000	23	0	0
2	169300000	169400000	24	0	0.0416666666666667
2	169400000	169500000	22	0	0
2	169500000	169600000	20	0	0
2	169600000	169700000	30	0	0.0333333333333333
2	169700000	169800000	17	0	0.117647058823529
2	169800000	169900000	23	0	0
2	169900000	170000000	30	0	0
2	170000000	170100000	27	0	0.037037037037037
2	170100000	170200000	12	0	0
2	170200000	170300000	29	0	0
2	170300000	170400000	13	0	0
2	170400000	170500000	14	0	0
2	170500000	170600000	26	0	0
2	170600000	170700000	8	0	0
2	170700000	170800000	17	0	0
2	170800000	170900000	14	0	0
2	170900000	171000000	26	0	0
2	171000000	171100000	21	0	0
2	171100000	171200000	20	0	0.05
2	171200000	171300000	17	0	0.0588235294117647
2	171300000	171400000	29	0	0
2	171400000	171500000	21	0	0.0476190476190476
2	171500000	171600000	14	0	0
2	171600000	171700000	19	0	0.0526315789473684
2	171700000	171800000	21	0	0.0476190476190476
2	171800000	171900000	18	0	0.0555555555555556
2	171900000	172000000	14	0	0.0714285714285714
2	172000000	172100000	19	0	0.105263157894737
2	172100000	172200000	20	0	0
2	172200000	172300000	18	0	0.166666666666667
2	172300000	172400000	14	0	0
2	172400000	172500000	24	0	0
2	172500000	172600000	17	0	0
2	172600000	172700000	26	0	0.115384615384615
2	172700000	172800000	14	0	0
2	172800000	172900000	16	0	0.125
2	172900000	173000000	12	0	0
2	173000000	173100000	26	0	0
2	173100000	173200000	28	0	0
2	173200000	173300000	28	0	0
2	173300000	173400000	24	0	0
2	173400000	173500000	16	0	0
2	173500000	173600000	24	0	0.0416666666666667
2	173600000	173700000	30	0	0
2	173700000	173800000	24	0	0
2	173800000	173900000	27	0	0.0740740740740741
2	173900000	174000000	16	0	0
2	174000000	174100000	17	0	0
2	174100000	174200000	21	0	0.0476190476190476
2	174200000	174300000	31	0	0
2	174300000	174400000	31	0	0.032258064516129
2	174400000	174500000	30	0	0.0333333333333333
2	174500000	174600000	34	0	0.0588235294117647
2	174600000	174700000	25	0	0.04
2	174700000	174800000	30	0	0
2	174800000	174900000	26	0	0.0384615384615385
2	174900000	175000000	19	0	0
2	175000000	175100000	17	0	0
2	175100000	175200000	6	0	0
2	175200000	175300000	18	0	0
2	175300000	175400000	24	0	0
2	175400000	175500000	29	0	0.0689655172413793
2	175500000	175600000	34	0	0.0294117647058824
2	175600000	175700000	42	0	0
2	175700000	175800000	10	0	0
2	175800000	175900000	17	0	0
2	175900000	176000000	18	0	0
2	176000000	176100000	15	0	0
2	176100000	176200000	25	0	0.04
2	176200000	176300000	20	0	0
2	176300000	176400000	31	0	0
2	176400000	176500000	22	0	0
2	176500000	176600000	25	0	0.04
2	176600000	176700000	24	0	0
2	176700000	176800000	19	0	0
2	176800000	176900000	11	0	0
2	176900000	177000000	19	0	0.0526315789473684
2	177000000	177100000	20	0	0
2	177100000	177200000	14	0	0
2	177200000	177300000	22	0	0
2	177300000	177400000	31	0	0.032258064516129
2	177400000	177500000	35	0	0.0285714285714286
2	177500000	177600000	24	0	0
2	177600000	177700000	43	0	0
2	177700000	177800000	20	0	0
2	177800000	177900000	24	0	0
2	177900000	178000000	29	0	0.0344827586206897
2	178000000	178100000	20	0	0
2	178100000	178200000	28	0	0
2	178200000	178300000	14	0	0.0714285714285714
2	178300000	178400000	15	0	0.0666666666666667
2	178400000	178500000	21	0	0
2	178500000	178600000	27	0	0.037037037037037
2	178600000	178700000	36	0	0.0277777777777778
2	178700000	178800000	27	0	0.037037037037037
2	178800000	178900000	20	0	0
2	178900000	179000000	24	0	0.0416666666666667
2	179000000	179100000	14	0	0
2	179100000	179200000	25	0	0
2	179200000	179300000	21	0	0.0476190476190476
2	179300000	179400000	22	0	0.0454545454545455
2	179400000	179500000	18	0	0.0555555555555556
2	179500000	179600000	11	0	0
2	179600000	179700000	25	0	0.04
2	179700000	179800000	18	0	0
2	179800000	179900000	27	0	0
2	179900000	180000000	25	0	0
2	180000000	180100000	11	0	0
2	180100000	180200000	19	0	0.105263157894737
2	180200000	180300000	20	0	0.05
2	180300000	180400000	21	0	0
2	180400000	180500000	21	0	0
2	180500000	180600000	28	0	0
2	180600000	180700000	15	0	0
2	180700000	180800000	23	0	0.0434782608695652
2	180800000	180900000	13	0	0
2	180900000	181000000	23	0	0
2	181000000	181100000	20	0	0
2	181100000	181200000	21	0	0
2	181200000	181300000	17	0	0
2	181300000	181400000	25	0	0
2	181400000	181500000	23	0	0
2	181500000	181600000	19	0	0
2	181600000	181700000	23	0	0.0434782608695652
2	181700000	181800000	16	0	0.0625
2	181800000	181900000	14	0	0
2	181900000	182000000	17	0	0.117647058823529
2	182000000	182100000	16	0	0.0625
2	182100000	182200000	20	0	0.05
2	182200000	182300000	27	0	0
2	182300000	182400000	18	0	0
2	182400000	182500000	21	0	0.0476190476190476
2	182500000	182600000	19	0	0.0526315789473684
2	182600000	182700000	23	0	0.0869565217391304
2	182700000	182800000	12	0	0
2	182800000	182900000	20	0	0.05
2	182900000	183000000	22	0	0
2	183000000	183100000	20	0	0
2	183100000	183200000	18	0	0
2	183200000	183300000	24	0	0.0416666666666667
2	183300000	183400000	24	0	0.0833333333333333
2	183400000	183500000	26	0	0.0769230769230769
2	183500000	183600000	18	0	0
2	183600000	183700000	26	0	0
2	183700000	183800000	16	0	0
2	183800000	183900000	14	0	0
2	183900000	184000000	32	0	0.03125
2	184000000	184100000	15	0	0
2	184100000	184200000	29	0	0
2	184200000	184300000	27	0	0.037037037037037
2	184300000	184400000	25	0	0
2	184400000	184500000	21	0	0.0476190476190476
2	184500000	184600000	13	0	0
2	184600000	184700000	28	0	0
2	184700000	184800000	27	0	0
2	184800000	184900000	13	0	0
